Show,EpId,ClipId,Start,Stop,is_stutter,stutter_ratio,calculated_raters
IStutterSoWhat,0,93,8091840,8139840,1,1.0,4
IStutterSoWhat,0,94,8110400,8158400,1,1.0,4
IStutterSoWhat,0,95,8191840,8239840,1,0.75,4
IStutterSoWhat,0,96,8222400,8270400,1,1.0,4
IStutterSoWhat,0,97,8264640,8312640,0,0.0,3
IStutterSoWhat,0,98,8452480,8500480,1,0.5,4
IStutterSoWhat,0,99,8482240,8530240,1,1.0,3
IStutterSoWhat,0,100,8503360,8551360,0,0.0,3
IStutterSoWhat,0,102,8725120,8773120,1,1.0,3
IStutterSoWhat,0,103,8752480,8800480,1,1.0,3
IStutterSoWhat,0,104,8863040,8911040,0,0.3333333333333333,3
IStutterSoWhat,0,105,8887520,8935520,0,0.3333333333333333,3
IStutterSoWhat,0,106,8899200,8947200,0,0.0,3
IStutterSoWhat,0,107,8927040,8975040,0,0.0,3
IStutterSoWhat,0,108,9470240,9518240,1,1.0,3
IStutterSoWhat,0,109,9498400,9546400,0,0.3333333333333333,3
IStutterSoWhat,0,110,9820160,9868160,0,0.3333333333333333,3
IStutterSoWhat,0,111,9846240,9894240,0,0.0,3
IStutterSoWhat,0,112,9906240,9954240,1,1.0,4
IStutterSoWhat,0,113,9950240,9998240,0,0.3333333333333333,3
IStutterSoWhat,0,114,10034720,10082720,1,1.0,3
IStutterSoWhat,0,115,9998080,10046080,0,0.3333333333333333,3
IStutterSoWhat,0,116,10261440,10309440,1,1.0,3
IStutterSoWhat,0,117,10290080,10338080,1,1.0,4
IStutterSoWhat,0,118,79680,127680,0,0.0,3
IStutterSoWhat,0,119,10324960,10372960,1,1.0,5
IStutterSoWhat,0,120,10462880,10510880,1,0.6666666666666666,3
IStutterSoWhat,0,121,10487840,10535840,1,1.0,3
IStutterSoWhat,0,122,10547360,10595360,0,0.3333333333333333,3
IStutterSoWhat,0,123,10780640,10828640,1,1.0,5
IStutterSoWhat,0,124,10805280,10853280,1,1.0,5
IStutterSoWhat,0,125,11142720,11190720,1,0.6666666666666666,3
IStutterSoWhat,0,126,11168320,11216320,0,0.3333333333333333,3
IStutterSoWhat,0,127,11271040,11319040,0,0.3333333333333333,3
IStutterSoWhat,0,128,11315040,11363040,0,0.0,3
IStutterSoWhat,0,129,11374720,11422720,1,0.6666666666666666,3
IStutterSoWhat,0,130,12705440,12753440,0,0.0,3
IStutterSoWhat,0,131,12733280,12781280,0,0.0,3
IStutterSoWhat,0,132,12747520,12795520,0,0.0,3
IStutterSoWhat,0,133,12768960,12816960,0,0.3333333333333333,3
IStutterSoWhat,0,134,1088160,1136160,0,0.0,3
IStutterSoWhat,0,135,1112960,1160960,0,0.3333333333333333,3
IStutterSoWhat,0,136,13067360,13115360,0,0.3333333333333333,3
IStutterSoWhat,0,137,13094080,13142080,1,1.0,5
IStutterSoWhat,0,138,13200800,13248800,1,1.0,3
IStutterSoWhat,0,139,13230880,13278880,0,0.0,3
IStutterSoWhat,0,140,13542400,13590400,1,0.6666666666666666,3
IStutterSoWhat,0,141,13569280,13617280,0,0.0,3
IStutterSoWhat,0,142,13751040,13799040,1,0.6666666666666666,3
IStutterSoWhat,0,143,13778240,13826240,1,1.0,3
IStutterSoWhat,0,144,14830560,14878560,1,0.6666666666666666,3
IStutterSoWhat,0,145,14855360,14903360,1,1.0,5
IStutterSoWhat,0,146,15231360,15279360,1,1.0,3
IStutterSoWhat,0,147,15255520,15303520,0,0.0,3
IStutterSoWhat,0,148,15475520,15523520,1,0.5,4
IStutterSoWhat,0,149,15501120,15549120,0,0.3333333333333333,3
IStutterSoWhat,0,150,15829120,15877120,0,0.3333333333333333,3
IStutterSoWhat,0,151,15857280,15905280,1,1.0,7
IStutterSoWhat,0,152,16114720,16162720,1,0.6666666666666666,3
IStutterSoWhat,0,153,16139200,16187200,0,0.0,3
IStutterSoWhat,0,154,16199520,16247520,1,1.0,3
IStutterSoWhat,0,155,2139040,2187040,0,0.3333333333333333,3
IStutterSoWhat,0,156,2165120,2213120,1,1.0,5
IStutterSoWhat,0,157,16793600,16841600,1,1.0,3
IStutterSoWhat,0,158,16821440,16869440,0,0.0,3
IStutterSoWhat,0,159,17193440,17241440,1,1.0,4
IStutterSoWhat,0,160,17220160,17268160,1,0.6666666666666666,3
IStutterSoWhat,0,161,17412800,17460800,1,0.5,4
IStutterSoWhat,0,162,17440000,17488000,0,0.0,3
IStutterSoWhat,0,163,18179840,18227840,0,0.0,3
IStutterSoWhat,0,164,18208960,18256960,1,1.0,4
IStutterSoWhat,0,165,18311840,18359840,1,1.0,3
IStutterSoWhat,0,166,18347200,18395200,1,0.6666666666666666,3
IStutterSoWhat,0,167,18501120,18549120,0,0.0,3
IStutterSoWhat,0,168,18526880,18574880,1,1.0,4
IStutterSoWhat,0,169,18740320,18788320,0,0.0,3
IStutterSoWhat,0,170,18768480,18816480,0,0.0,3
IStutterSoWhat,0,171,19001280,19049280,0,0.3333333333333333,3
IStutterSoWhat,0,172,19034720,19082720,0,0.25,4
IStutterSoWhat,0,173,19127040,19175040,0,0.0,3
IStutterSoWhat,0,174,19155520,19203520,1,0.6666666666666666,3
IStutterSoWhat,0,175,19272640,19320640,1,1.0,3
IStutterSoWhat,0,176,19302080,19350080,0,0.0,3
IStutterSoWhat,0,177,2243200,2291200,1,1.0,5
IStutterSoWhat,0,178,2269120,2317120,1,1.0,3
IStutterSoWhat,0,179,19499680,19547680,1,1.0,3
IStutterSoWhat,0,180,19526240,19574240,1,1.0,4
IStutterSoWhat,0,181,20308640,20356640,1,1.0,7
IStutterSoWhat,0,182,20333440,20381440,1,1.0,5
IStutterSoWhat,0,183,20350720,20398720,1,1.0,4
IStutterSoWhat,0,184,20389280,20437280,0,0.3333333333333333,3
IStutterSoWhat,0,185,20460640,20508640,0,0.0,3
IStutterSoWhat,0,186,20491040,20539040,0,0.3333333333333333,3
IStutterSoWhat,0,187,20644640,20692640,0,0.3333333333333333,3
IStutterSoWhat,0,188,20669600,20717600,0,0.0,3
IStutterSoWhat,0,189,21000320,21048320,0,0.3333333333333333,3
IStutterSoWhat,0,190,21025920,21073920,1,0.6666666666666666,3
IStutterSoWhat,0,191,21093440,21141440,0,0.3333333333333333,3
IStutterSoWhat,0,192,21166720,21214720,1,1.0,4
IStutterSoWhat,0,193,21250400,21298400,0,0.3333333333333333,3
IStutterSoWhat,0,194,21277920,21325920,0,0.0,3
IStutterSoWhat,0,195,21453920,21501920,1,0.6666666666666666,3
IStutterSoWhat,0,196,21481440,21529440,1,1.0,4
IStutterSoWhat,0,197,2320960,2368960,1,1.0,4
IStutterSoWhat,1,0,1219360,1267360,0,0.3333333333333333,3
IStutterSoWhat,1,1,2100320,2148320,1,1.0,4
IStutterSoWhat,1,2,2126880,2174880,1,1.0,4
IStutterSoWhat,1,3,2199520,2247520,1,1.0,3
IStutterSoWhat,1,4,2235200,2283200,1,1.0,3
IStutterSoWhat,1,5,2247520,2295520,1,0.5,4
IStutterSoWhat,1,6,2270240,2318240,1,1.0,4
IStutterSoWhat,1,7,2423520,2471520,1,0.6666666666666666,3
IStutterSoWhat,1,8,2448480,2496480,1,1.0,5
IStutterSoWhat,1,9,2589600,2637600,1,1.0,4
IStutterSoWhat,1,10,2615040,2663040,1,1.0,3
IStutterSoWhat,1,11,2646560,2694560,1,1.0,5
IStutterSoWhat,1,12,2715040,2763040,0,0.0,3
IStutterSoWhat,1,13,2744000,2792000,1,1.0,3
IStutterSoWhat,1,14,2829600,2877600,0,0.3333333333333333,3
IStutterSoWhat,1,15,2862880,2910880,1,1.0,4
IStutterSoWhat,1,16,1268800,1316800,1,1.0,6
IStutterSoWhat,1,17,2940320,2988320,0,0.0,3
IStutterSoWhat,1,18,2964800,3012800,1,1.0,3
IStutterSoWhat,1,19,3046720,3094720,0,0.3333333333333333,3
IStutterSoWhat,1,20,3075680,3123680,0,0.0,3
IStutterSoWhat,1,21,3117600,3165600,1,1.0,3
IStutterSoWhat,1,22,3140320,3188320,1,1.0,5
IStutterSoWhat,1,23,3203680,3251680,1,1.0,3
IStutterSoWhat,1,24,3402400,3450400,0,0.3333333333333333,3
IStutterSoWhat,1,25,3431200,3479200,0,0.0,3
IStutterSoWhat,1,26,3481760,3529760,0,0.3333333333333333,3
IStutterSoWhat,1,27,3585120,3633120,1,1.0,4
IStutterSoWhat,1,28,3616320,3664320,1,0.6666666666666666,3
IStutterSoWhat,1,29,3652640,3700640,1,1.0,4
IStutterSoWhat,1,30,3679360,3727360,1,1.0,5
IStutterSoWhat,1,31,3754880,3802880,0,0.0,3
IStutterSoWhat,1,32,1314880,1362880,1,1.0,3
IStutterSoWhat,1,33,1344960,1392960,1,1.0,5
IStutterSoWhat,1,34,3860640,3908640,0,0.0,3
IStutterSoWhat,1,35,3895520,3943520,1,0.6666666666666666,3
IStutterSoWhat,1,36,3934720,3982720,0,0.3333333333333333,3
IStutterSoWhat,1,37,3958880,4006880,0,0.3333333333333333,3
IStutterSoWhat,1,38,4024640,4072640,0,0.0,3
IStutterSoWhat,1,39,4050400,4098400,0,0.3333333333333333,3
IStutterSoWhat,1,40,4086720,4134720,1,1.0,3
IStutterSoWhat,1,41,4123840,4171840,1,0.75,4
IStutterSoWhat,1,42,4283520,4331520,1,1.0,4
IStutterSoWhat,1,43,4312480,4360480,1,1.0,3
IStutterSoWhat,1,44,4530080,4578080,1,1.0,3
IStutterSoWhat,1,45,4557280,4605280,1,1.0,4
IStutterSoWhat,1,46,4639680,4687680,1,1.0,4
IStutterSoWhat,1,47,4664160,4712160,1,1.0,5
IStutterSoWhat,1,48,4747520,4795520,1,1.0,4
IStutterSoWhat,1,49,4776320,4824320,0,0.3333333333333333,3
IStutterSoWhat,1,50,4832960,4880960,1,1.0,3
IStutterSoWhat,1,51,4862560,4910560,1,0.75,4
IStutterSoWhat,1,52,4895360,4943360,1,1.0,4
IStutterSoWhat,1,53,1368000,1416000,1,1.0,5
IStutterSoWhat,1,54,4955520,5003520,1,1.0,3
IStutterSoWhat,1,55,4983520,5031520,1,1.0,4
IStutterSoWhat,1,56,5292480,5340480,1,0.75,4
IStutterSoWhat,1,57,5321920,5369920,1,0.6666666666666666,3
IStutterSoWhat,1,58,5401760,5449760,0,0.3333333333333333,3
IStutterSoWhat,1,59,5431040,5479040,1,0.75,4
IStutterSoWhat,1,60,5485920,5533920,0,0.0,3
IStutterSoWhat,1,61,5515200,5563200,0,0.3333333333333333,3
IStutterSoWhat,1,62,5642400,5690400,1,1.0,4
IStutterSoWhat,1,63,5675040,5723040,1,1.0,4
IStutterSoWhat,1,64,5815360,5863360,1,1.0,4
IStutterSoWhat,1,65,5846080,5894080,0,0.3333333333333333,3
IStutterSoWhat,1,66,5870720,5918720,1,1.0,4
IStutterSoWhat,1,67,5982720,6030720,1,1.0,3
IStutterSoWhat,1,68,6007520,6055520,1,1.0,4
IStutterSoWhat,1,69,6114880,6162880,1,1.0,3
IStutterSoWhat,1,70,6157920,6205920,1,1.0,4
IStutterSoWhat,1,71,1609760,1657760,1,1.0,3
IStutterSoWhat,1,72,1652480,1700480,0,0.0,3
IStutterSoWhat,1,73,6329600,6377600,1,1.0,3
IStutterSoWhat,1,74,6355840,6403840,1,1.0,7
IStutterSoWhat,1,75,6420320,6468320,1,1.0,4
IStutterSoWhat,1,76,6504960,6552960,1,1.0,3
IStutterSoWhat,1,77,6531360,6579360,1,0.6666666666666666,3
IStutterSoWhat,1,78,6587200,6635200,0,0.3333333333333333,3
IStutterSoWhat,1,79,6616960,6664960,0,0.3333333333333333,3
IStutterSoWhat,1,80,6665920,6713920,1,1.0,5
IStutterSoWhat,1,81,6693120,6741120,1,0.6666666666666666,3
IStutterSoWhat,1,82,6894560,6942560,1,1.0,5
IStutterSoWhat,1,83,6926560,6974560,1,0.6666666666666666,3
IStutterSoWhat,1,84,6982880,7030880,0,0.3333333333333333,3
IStutterSoWhat,1,85,7013120,7061120,0,0.3333333333333333,3
IStutterSoWhat,1,86,7074720,7122720,0,0.3333333333333333,3
IStutterSoWhat,1,87,7213600,7261600,1,0.75,4
IStutterSoWhat,1,88,7238880,7286880,1,1.0,4
IStutterSoWhat,1,89,1676000,1724000,0,0.3333333333333333,3
IStutterSoWhat,1,90,7296960,7344960,0,0.3333333333333333,3
IStutterSoWhat,1,91,7355040,7403040,1,1.0,4
IStutterSoWhat,1,92,7489760,7537760,0,0.0,3
IStutterSoWhat,1,93,7522240,7570240,1,1.0,5
IStutterSoWhat,1,94,7730560,7778560,0,0.0,3
IStutterSoWhat,1,95,7771200,7819200,0,0.0,3
IStutterSoWhat,1,96,7834880,7882880,1,1.0,3
IStutterSoWhat,1,97,7859840,7907840,1,0.6666666666666666,3
IStutterSoWhat,1,98,7891200,7939200,1,1.0,5
IStutterSoWhat,1,99,7961120,8009120,1,1.0,5
IStutterSoWhat,1,100,7985280,8033280,1,1.0,4
IStutterSoWhat,1,101,8067680,8115680,1,1.0,6
IStutterSoWhat,1,102,8092000,8140000,1,0.6666666666666666,3
IStutterSoWhat,1,103,8149920,8197920,1,1.0,5
IStutterSoWhat,1,104,8176000,8224000,0,0.0,3
IStutterSoWhat,1,105,8203520,8251520,0,0.3333333333333333,3
IStutterSoWhat,1,106,1767200,1815200,1,0.75,4
IStutterSoWhat,1,107,1805440,1853440,1,1.0,5
IStutterSoWhat,1,108,8238240,8286240,0,0.3333333333333333,3
IStutterSoWhat,1,109,8252960,8300960,0,0.3333333333333333,3
IStutterSoWhat,1,110,8460480,8508480,1,1.0,3
IStutterSoWhat,1,111,8485120,8533120,1,1.0,3
IStutterSoWhat,1,112,8578560,8626560,1,1.0,4
IStutterSoWhat,1,113,8607360,8655360,1,0.6666666666666666,3
IStutterSoWhat,1,114,8629120,8677120,0,0.3333333333333333,3
IStutterSoWhat,1,115,8813280,8861280,1,0.75,4
IStutterSoWhat,1,116,8838880,8886880,1,1.0,3
IStutterSoWhat,1,117,8889440,8937440,1,1.0,4
IStutterSoWhat,1,118,9051680,9099680,1,0.6666666666666666,3
IStutterSoWhat,1,119,9076160,9124160,1,0.8333333333333334,6
IStutterSoWhat,1,120,9170080,9218080,1,1.0,4
IStutterSoWhat,1,121,9204960,9252960,0,0.0,3
IStutterSoWhat,1,122,9311840,9359840,1,1.0,4
IStutterSoWhat,1,123,9336640,9384640,0,0.3333333333333333,3
IStutterSoWhat,1,124,1889600,1937600,1,1.0,4
IStutterSoWhat,1,125,1915840,1963840,0,0.0,3
IStutterSoWhat,1,126,9595840,9643840,1,0.6666666666666666,3
IStutterSoWhat,1,127,9623680,9671680,0,0.0,3
IStutterSoWhat,1,128,9660000,9708000,0,0.3333333333333333,3
IStutterSoWhat,1,129,9718400,9766400,1,0.75,4
IStutterSoWhat,1,130,9747680,9795680,0,0.0,3
IStutterSoWhat,1,131,9777440,9825440,1,0.6666666666666666,3
IStutterSoWhat,1,132,9802400,9850400,0,0.0,3
IStutterSoWhat,1,133,9850720,9898720,1,1.0,3
IStutterSoWhat,1,134,9894880,9942880,0,0.0,3
IStutterSoWhat,1,135,9916000,9964000,1,1.0,3
IStutterSoWhat,1,136,11157120,11205120,0,0.0,3
IStutterSoWhat,1,137,1927840,1975840,1,0.5,4
IStutterSoWhat,1,138,2023680,2071680,0,0.0,3
IStutterSoWhat,1,139,2062400,2110400,1,1.0,4
IStutterSoWhat,2,0,1263840,1311840,0,0.3333333333333333,3
IStutterSoWhat,2,1,18213920,18261920,1,1.0,3
IStutterSoWhat,2,2,18338240,18386240,1,1.0,4
IStutterSoWhat,2,3,18368960,18416960,1,1.0,4
IStutterSoWhat,2,4,18709120,18757120,1,1.0,3
IStutterSoWhat,2,5,18737120,18785120,1,0.75,4
IStutterSoWhat,2,6,18799200,18847200,1,1.0,6
IStutterSoWhat,2,7,19180800,19228800,1,0.75,4
IStutterSoWhat,2,8,19211840,19259840,1,1.0,3
IStutterSoWhat,2,9,19333760,19381760,1,1.0,5
IStutterSoWhat,2,10,19363520,19411520,1,1.0,4
IStutterSoWhat,2,11,19460480,19508480,1,0.6666666666666666,3
IStutterSoWhat,2,12,19498400,19546400,1,0.6666666666666666,3
IStutterSoWhat,2,13,19522880,19570880,1,1.0,4
IStutterSoWhat,2,14,19692800,19740800,1,1.0,4
IStutterSoWhat,2,15,19738080,19786080,1,0.75,4
IStutterSoWhat,2,16,19764320,19812320,1,1.0,3
IStutterSoWhat,2,17,1989440,2037440,0,0.3333333333333333,3
IStutterSoWhat,2,18,19837920,19885920,1,1.0,4
IStutterSoWhat,2,19,19865120,19913120,0,0.3333333333333333,3
IStutterSoWhat,2,20,19888960,19936960,1,1.0,3
IStutterSoWhat,2,21,19909600,19957600,1,1.0,3
IStutterSoWhat,2,22,20016000,20064000,1,1.0,4
IStutterSoWhat,2,23,20042880,20090880,1,1.0,5
IStutterSoWhat,2,24,20080320,20128320,1,1.0,4
IStutterSoWhat,2,25,20116000,20164000,1,1.0,6
IStutterSoWhat,2,26,20194080,20242080,1,0.6666666666666666,3
IStutterSoWhat,2,27,20238400,20286400,1,1.0,4
IStutterSoWhat,2,28,20399040,20447040,1,0.6666666666666666,3
IStutterSoWhat,2,29,20428480,20476480,1,1.0,4
IStutterSoWhat,2,30,20598400,20646400,1,1.0,3
IStutterSoWhat,2,31,20626240,20674240,1,1.0,3
IStutterSoWhat,2,32,21193760,21241760,1,0.75,4
IStutterSoWhat,2,33,21221440,21269440,0,0.3333333333333333,3
IStutterSoWhat,2,34,2014240,2062240,0,0.3333333333333333,3
IStutterSoWhat,2,35,22091360,22139360,0,0.0,3
IStutterSoWhat,2,36,22118880,22166880,0,0.0,3
IStutterSoWhat,2,37,22133760,22181760,0,0.0,3
IStutterSoWhat,2,38,2227360,2275360,1,1.0,4
IStutterSoWhat,2,39,2258880,2306880,1,1.0,4
IStutterSoWhat,2,40,2284640,2332640,1,1.0,4
IStutterSoWhat,2,41,2324320,2372320,1,1.0,6
IStutterSoWhat,2,42,2383200,2431200,1,1.0,3
IStutterSoWhat,2,43,2476320,2524320,1,1.0,3
IStutterSoWhat,2,44,2511040,2559040,1,1.0,3
IStutterSoWhat,2,45,2759360,2807360,1,0.75,4
IStutterSoWhat,2,46,2786880,2834880,1,1.0,4
IStutterSoWhat,2,47,2832320,2880320,1,0.6666666666666666,3
IStutterSoWhat,2,48,2864000,2912000,0,0.3333333333333333,3
IStutterSoWhat,2,49,2882880,2930880,0,0.0,3
IStutterSoWhat,2,50,1359360,1407360,1,1.0,4
IStutterSoWhat,2,51,1397280,1445280,0,0.3333333333333333,3
IStutterSoWhat,2,52,3265280,3313280,0,0.3333333333333333,3
IStutterSoWhat,2,53,3292800,3340800,1,1.0,3
IStutterSoWhat,2,54,3349600,3397600,1,1.0,5
IStutterSoWhat,2,55,3376960,3424960,1,1.0,7
IStutterSoWhat,2,56,3461760,3509760,1,1.0,6
IStutterSoWhat,2,57,3489280,3537280,0,0.3333333333333333,3
IStutterSoWhat,2,58,3884800,3932800,1,0.75,4
IStutterSoWhat,2,59,3911680,3959680,1,1.0,4
IStutterSoWhat,2,60,3983040,4031040,1,0.6666666666666666,3
IStutterSoWhat,2,61,4029760,4077760,1,1.0,3
IStutterSoWhat,2,62,4058560,4106560,0,0.3333333333333333,3
IStutterSoWhat,2,63,4142560,4190560,0,0.0,3
IStutterSoWhat,2,64,4170720,4218720,1,1.0,3
IStutterSoWhat,2,65,4235200,4283200,1,1.0,3
IStutterSoWhat,2,66,4263040,4311040,1,0.5,4
IStutterSoWhat,2,67,4356160,4404160,1,1.0,3
IStutterSoWhat,2,68,4382880,4430880,1,1.0,4
IStutterSoWhat,2,69,4706080,4754080,1,0.6666666666666666,3
IStutterSoWhat,2,70,4734720,4782720,1,1.0,3
IStutterSoWhat,2,71,1436960,1484960,0,0.0,3
IStutterSoWhat,2,72,1472800,1520800,0,0.3333333333333333,3
IStutterSoWhat,2,73,4802240,4850240,1,0.6666666666666666,3
IStutterSoWhat,2,74,4850560,4898560,0,0.0,3
IStutterSoWhat,2,75,4871840,4919840,1,1.0,4
IStutterSoWhat,2,76,4937440,4985440,1,0.75,4
IStutterSoWhat,2,77,4999200,5047200,1,1.0,3
IStutterSoWhat,2,78,5017280,5065280,1,1.0,4
IStutterSoWhat,2,79,5472800,5520800,0,0.0,3
IStutterSoWhat,2,80,5504160,5552160,0,0.0,3
IStutterSoWhat,2,81,5531680,5579680,1,1.0,7
IStutterSoWhat,2,82,5570080,5618080,1,0.75,4
IStutterSoWhat,2,83,5596640,5644640,1,1.0,7
IStutterSoWhat,2,84,5746880,5794880,1,1.0,4
IStutterSoWhat,2,85,5776320,5824320,1,0.5,4
IStutterSoWhat,2,86,6143680,6191680,1,1.0,3
IStutterSoWhat,2,87,6173280,6221280,1,0.8,5
IStutterSoWhat,2,88,1552000,1600000,1,0.6666666666666666,3
IStutterSoWhat,2,89,6208000,6256000,1,1.0,4
IStutterSoWhat,2,90,6240800,6288800,1,0.6666666666666666,3
IStutterSoWhat,2,91,6256000,6304000,1,0.6666666666666666,3
IStutterSoWhat,2,93,6350400,6398400,1,1.0,4
IStutterSoWhat,2,94,6703520,6751520,0,0.0,3
IStutterSoWhat,2,95,6730400,6778400,1,1.0,4
IStutterSoWhat,2,96,7216320,7264320,1,0.6666666666666666,3
IStutterSoWhat,2,97,7245440,7293440,1,0.8333333333333334,6
IStutterSoWhat,2,98,7741280,7789280,1,1.0,3
IStutterSoWhat,2,99,7770560,7818560,1,1.0,4
IStutterSoWhat,2,100,8049440,8097440,1,0.75,4
IStutterSoWhat,2,101,8079520,8127520,1,1.0,3
IStutterSoWhat,2,102,8138400,8186400,0,0.3333333333333333,3
IStutterSoWhat,2,103,8404320,8452320,1,1.0,5
IStutterSoWhat,2,104,8436480,8484480,1,1.0,4
IStutterSoWhat,2,105,1607520,1655520,1,0.8,5
IStutterSoWhat,2,106,8491040,8539040,1,0.75,4
IStutterSoWhat,2,107,8518240,8566240,1,1.0,4
IStutterSoWhat,2,108,8563680,8611680,1,1.0,3
IStutterSoWhat,2,109,8608160,8656160,1,0.75,4
IStutterSoWhat,2,110,8637600,8685600,1,0.5,4
IStutterSoWhat,2,111,8681120,8729120,1,1.0,4
IStutterSoWhat,2,112,9119840,9167840,1,1.0,3
IStutterSoWhat,2,113,9147040,9195040,1,1.0,3
IStutterSoWhat,2,114,9445600,9493600,0,0.3333333333333333,3
IStutterSoWhat,2,115,9474240,9522240,1,1.0,3
IStutterSoWhat,2,116,9540320,9588320,0,0.3333333333333333,3
IStutterSoWhat,2,118,9646240,9694240,1,1.0,5
IStutterSoWhat,2,119,9678720,9726720,1,1.0,3
IStutterSoWhat,2,120,9715360,9763360,1,1.0,4
IStutterSoWhat,2,121,9774400,9822400,1,1.0,3
IStutterSoWhat,2,122,9811520,9859520,1,0.75,4
IStutterSoWhat,2,123,1635840,1683840,0,0.3333333333333333,3
IStutterSoWhat,2,124,9848800,9896800,1,1.0,4
IStutterSoWhat,2,125,9933600,9981600,0,0.3333333333333333,3
IStutterSoWhat,2,126,9964160,10012160,0,0.0,3
IStutterSoWhat,2,127,10004960,10052960,0,0.0,3
IStutterSoWhat,2,128,10058080,10106080,0,0.3333333333333333,3
IStutterSoWhat,2,129,10152480,10200480,0,0.3333333333333333,3
IStutterSoWhat,2,130,10181600,10229600,0,0.3333333333333333,3
IStutterSoWhat,2,132,10339360,10387360,1,1.0,5
IStutterSoWhat,2,133,10402400,10450400,1,1.0,3
IStutterSoWhat,2,134,10439040,10487040,1,1.0,5
IStutterSoWhat,2,135,10609600,10657600,0,0.3333333333333333,3
IStutterSoWhat,2,136,10642080,10690080,0,0.3333333333333333,3
IStutterSoWhat,2,137,10873920,10921920,0,0.3333333333333333,3
IStutterSoWhat,2,138,10903360,10951360,1,0.75,4
IStutterSoWhat,2,139,10934560,10982560,1,1.0,4
IStutterSoWhat,2,140,1680160,1728160,0,0.3333333333333333,3
IStutterSoWhat,2,141,10963360,11011360,1,1.0,3
IStutterSoWhat,2,142,11307360,11355360,1,1.0,7
IStutterSoWhat,2,143,11336320,11384320,1,1.0,4
IStutterSoWhat,2,144,11684000,11732000,1,0.75,4
IStutterSoWhat,2,145,11710560,11758560,1,1.0,4
IStutterSoWhat,2,146,11816160,11864160,1,0.75,4
IStutterSoWhat,2,147,11845120,11893120,0,0.25,4
IStutterSoWhat,2,148,11866240,11914240,1,1.0,4
IStutterSoWhat,2,149,12157760,12205760,1,1.0,3
IStutterSoWhat,2,150,12189120,12237120,1,1.0,3
IStutterSoWhat,2,151,12548320,12596320,1,1.0,5
IStutterSoWhat,2,152,12575840,12623840,0,0.0,3
IStutterSoWhat,2,153,12614080,12662080,0,0.3333333333333333,3
IStutterSoWhat,2,154,12656000,12704000,1,1.0,3
IStutterSoWhat,2,155,12912160,12960160,1,1.0,4
IStutterSoWhat,2,156,12953120,13001120,0,0.3333333333333333,3
IStutterSoWhat,2,157,13028800,13076800,1,1.0,3
IStutterSoWhat,2,158,13057120,13105120,1,1.0,5
IStutterSoWhat,2,159,1734400,1782400,0,0.3333333333333333,3
IStutterSoWhat,2,160,13241440,13289440,1,1.0,3
IStutterSoWhat,2,161,13268160,13316160,1,1.0,4
IStutterSoWhat,2,162,13840800,13888800,1,1.0,6
IStutterSoWhat,2,163,13870560,13918560,1,1.0,3
IStutterSoWhat,2,164,13933120,13981120,1,1.0,4
IStutterSoWhat,2,165,13976320,14024320,0,0.3333333333333333,3
IStutterSoWhat,2,166,14007680,14055680,1,0.6666666666666666,3
IStutterSoWhat,2,167,14085440,14133440,1,0.6666666666666666,3
IStutterSoWhat,2,168,14119680,14167680,1,1.0,4
IStutterSoWhat,2,169,14192800,14240800,1,1.0,4
IStutterSoWhat,2,170,14219680,14267680,1,1.0,3
IStutterSoWhat,2,171,14286560,14334560,0,0.0,3
IStutterSoWhat,2,172,14316800,14364800,1,1.0,3
IStutterSoWhat,2,173,14350880,14398880,1,0.75,4
IStutterSoWhat,2,174,14395360,14443360,0,0.3333333333333333,3
IStutterSoWhat,2,175,14425760,14473760,1,0.6666666666666666,3
IStutterSoWhat,2,176,15115680,15163680,1,1.0,4
IStutterSoWhat,2,177,15147360,15195360,1,1.0,3
IStutterSoWhat,2,178,1808640,1856640,1,1.0,5
IStutterSoWhat,2,179,1841280,1889280,1,0.75,4
IStutterSoWhat,2,180,15185440,15233440,1,1.0,3
IStutterSoWhat,2,181,15215840,15263840,1,1.0,3
IStutterSoWhat,2,182,15938240,15986240,1,0.6666666666666666,3
IStutterSoWhat,2,183,15969920,16017920,1,1.0,4
IStutterSoWhat,2,184,16150720,16198720,1,1.0,3
IStutterSoWhat,2,185,16184800,16232800,0,0.3333333333333333,3
IStutterSoWhat,2,186,16428160,16476160,1,0.6666666666666666,3
IStutterSoWhat,2,187,16468000,16516000,1,1.0,5
IStutterSoWhat,2,188,17151680,17199680,1,1.0,3
IStutterSoWhat,2,189,17178400,17226400,1,1.0,4
IStutterSoWhat,2,190,17562400,17610400,0,0.0,3
IStutterSoWhat,2,191,17595040,17643040,1,1.0,5
IStutterSoWhat,2,192,17844640,17892640,1,1.0,4
IStutterSoWhat,2,193,17874720,17922720,0,0.3333333333333333,3
IStutterSoWhat,2,194,17906560,17954560,1,0.75,4
IStutterSoWhat,2,195,17986720,18034720,1,0.6666666666666666,3
IStutterSoWhat,2,196,18017280,18065280,1,1.0,3
IStutterSoWhat,2,197,18114080,18162080,1,1.0,5
IStutterSoWhat,2,198,18165440,18213440,1,1.0,4
IStutterSoWhat,2,199,1903360,1951360,1,1.0,4
IStutterSoWhat,2,200,1933280,1981280,0,0.3333333333333333,3
IStutterSoWhat,3,0,14080,62080,1,1.0,4
IStutterSoWhat,3,1,14111040,14159040,1,1.0,5
